Units,Year,Location,Provider,Funding
0,2020-21,Monmouthshire,United Welsh Housing Association,Non-Capital Grant Funded
9,2020-21,Monmouthshire,Melin Homes,Total
9,2020-21,Monmouthshire,Melin Homes,Capital Grant Funded
0,2020-21,Monmouthshire,Melin Homes,Non-Capital Grant Funded
3,2020-21,Monmouthshire,Monmouthshire Housing,Total
0,2020-21,Monmouthshire,Monmouthshire Housing,Capital Grant Funded
3,2020-21,Monmouthshire,Monmouthshire Housing,Non-Capital Grant Funded
4,2020-21,Monmouthshire,Pobl Group,Total
0,2020-21,Monmouthshire,Pobl Group,Capital Grant Funded
4,2020-21,Monmouthshire,Pobl Group,Non-Capital Grant Funded
0,2020-21,Newport,Newport,Total
0,2020-21,Newport,Newport,Capital Grant Funded
0,2020-21,Newport,Newport,Non-Capital Grant Funded
3,2020-21,Newport,Registered Social Landlords,Total
2,2020-21,Newport,Registered Social Landlords,Capital Grant Funded
1,2020-21,Newport,Registered Social Landlords,Non-Capital Grant Funded
0,2020-21,Newport,Aelwyd Housing Association,Total
0,2020-21,Newport,Aelwyd Housing Association,Capital Grant Funded
0,2020-21,Newport,Aelwyd Housing Association,Non-Capital Grant Funded
0,2020-21,Newport,First Choice Housing Association,Total
0,2020-21,Newport,First Choice Housing Association,Capital Grant Funded
0,2020-21,Newport,First Choice Housing Association,Non-Capital Grant Funded
0,2020-21,Newport,Linc Cymru,Total
0,2020-21,Newport,Linc Cymru,Capital Grant Funded
0,2020-21,Newport,Linc Cymru,Non-Capital Grant Funded
0,2020-21,Newport,Abbeyfield Wales,Total
0,2020-21,Newport,Abbeyfield Wales,Capital Grant Funded
0,2020-21,Newport,Abbeyfield Wales,Non-Capital Grant Funded
0,2020-21,Newport,United Welsh Housing Association,Total
0,2020-21,Newport,United Welsh Housing Association,Capital Grant Funded
0,2020-21,Newport,United Welsh Housing Association,Non-Capital Grant Funded
0,2020-21,Newport,Melin Homes,Total
0,2020-21,Newport,Melin Homes,Capital Grant Funded
0,2020-21,Newport,Melin Homes,Non-Capital Grant Funded
1,2020-21,Newport,Newport City Homes,Total
0,2020-21,Newport,Newport City Homes,Capital Grant Funded
1,2020-21,Newport,Newport City Homes,Non-Capital Grant Funded
2,2020-21,Newport,Pobl Group,Total
2,2020-21,Newport,Pobl Group,Capital Grant Funded
0,2020-21,Newport,Pobl Group,Non-Capital Grant Funded
186,2021-22,Wales,Local Authorities,Total
154,2021-22,Wales,Local Authorities,Capital Grant Funded
32,2021-22,Wales,Local Authorities,Non-Capital Grant Funded
212,2021-22,Wales,Registered Social Landlords,Total
152,2021-22,Wales,Registered Social Landlords,Capital Grant Funded
60,2021-22,Wales,Registered Social Landlords,Non-Capital Grant Funded
11,2021-22,Isle of Anglesey,Isle of Anglesey,Total
0,2021-22,Isle of Anglesey,Isle of Anglesey,Capital Grant Funded
11,2021-22,Isle of Anglesey,Isle of Anglesey,Non-Capital Grant Funded
1,2021-22,Isle of Anglesey,Registered Social Landlords,Total
0,2021-22,Isle of Anglesey,Registered Social Landlords,Capital Grant Funded
1,2021-22,Isle of Anglesey,Registered Social Landlords,Non-Capital Grant Funded
0,2021-22,Isle of Anglesey,Clwyd Alyn Housing Association,Total
0,2021-22,Isle of Anglesey,Clwyd Alyn Housing Association,Capital Grant Funded
0,2021-22,Isle of Anglesey,Clwyd Alyn Housing Association,Non-Capital Grant Funded
1,2021-22,Isle of Anglesey,Grwp Cynefin,Total
0,2021-22,Isle of Anglesey,Grwp Cynefin,Capital Grant Funded
1,2021-22,Isle of Anglesey,Grwp Cynefin,Non-Capital Grant Funded
0,2021-22,Isle of Anglesey,North Wales Housing Association,Total
0,2021-22,Isle of Anglesey,North Wales Housing Association,Capital Grant Funded
0,2021-22,Isle of Anglesey,North Wales Housing Association,Non-Capital Grant Funded
0,2021-22,Gwynedd,Gwynedd,Total
0,2021-22,Gwynedd,Gwynedd,Capital Grant Funded
0,2021-22,Gwynedd,Gwynedd,Non-Capital Grant Funded
5,2021-22,Gwynedd,Registered Social Landlords,Total
5,2021-22,Gwynedd,Registered Social Landlords,Capital Grant Funded
0,2021-22,Gwynedd,Registered Social Landlords,Non-Capital Grant Funded
0,2021-22,Gwynedd,Clwyd Alyn Housing Association,Total
0,2021-22,Gwynedd,Clwyd Alyn Housing Association,Capital Grant Funded
0,2021-22,Gwynedd,Clwyd Alyn Housing Association,Non-Capital Grant Funded
5,2021-22,Gwynedd,Grwp Cynefin,Total
5,2021-22,Gwynedd,Grwp Cynefin,Capital Grant Funded
0,2021-22,Gwynedd,Grwp Cynefin,Non-Capital Grant Funded
0,2021-22,Gwynedd,Stori Cymru,Total
0,2021-22,Gwynedd,Stori Cymru,Capital Grant Funded
0,2021-22,Gwynedd,Stori Cymru,Non-Capital Grant Funded
0,2021-22,Gwynedd,First Choice Housing Association,Total
0,2021-22,Gwynedd,First Choice Housing Association,Capital Grant Funded
0,2021-22,Gwynedd,First Choice Housing Association,Non-Capital Grant Funded
0,2021-22,Gwynedd,Linc Cymru,Total
0,2021-22,Gwynedd,Linc Cymru,Capital Grant Funded
0,2021-22,Gwynedd,Linc Cymru,Non-Capital Grant Funded
0,2021-22,Gwynedd,North Wales Housing Association,Total
0,2021-22,Gwynedd,North Wales Housing Association,Capital Grant Funded
0,2021-22,Gwynedd,North Wales Housing Association,Non-Capital Grant Funded
0,2021-22,Gwynedd,Adra,Total
0,2021-22,Gwynedd,Adra,Capital Grant Funded
0,2021-22,Gwynedd,Adra,Non-Capital Grant Funded
0,2021-22,Conwy,Conwy,Total
0,2021-22,Conwy,Conwy,Capital Grant Funded
0,2021-22,Conwy,Conwy,Non-Capital Grant Funded
19,2021-22,Conwy,Registered Social Landlords,Total
17,2021-22,Conwy,Registered Social Landlords,Capital Grant Funded
2,2021-22,Conwy,Registered Social Landlords,Non-Capital Grant Funded
0,2021-22,Conwy,Clwyd Alyn Housing Association,Total
0,2021-22,Conwy,Clwyd Alyn Housing Association,Capital Grant Funded
0,2021-22,Conwy,Clwyd Alyn Housing Association,Non-Capital Grant Funded
0,2021-22,Conwy,Abbeyfield Colwyn Bay,Total
0,2021-22,Conwy,Abbeyfield Colwyn Bay,Capital Grant Funded
0,2021-22,Conwy,Abbeyfield Colwyn Bay,Non-Capital Grant Funded
1,2021-22,Conwy,Grwp Cynefin,Total
1,2021-22,Conwy,Grwp Cynefin,Capital Grant Funded
0,2021-22,Conwy,Grwp Cynefin,Non-Capital Grant Funded
0,2021-22,Conwy,Stori Cymru,Total
0,2021-22,Conwy,Stori Cymru,Capital Grant Funded
0,2021-22,Conwy,Stori Cymru,Non-Capital Grant Funded
0,2021-22,Conwy,First Choice Housing Association,Total
0,2021-22,Conwy,First Choice Housing Association,Capital Grant Funded
0,2021-22,Conwy,First Choice Housing Association,Non-Capital Grant Funded
0,2021-22,Conwy,Linc Cymru,Total
0,2021-22,Conwy,Linc Cymru,Capital Grant Funded
0,2021-22,Conwy,Linc Cymru,Non-Capital Grant Funded
0,2021-22,Conwy,Abbeyfield Llanrwst,Total
0,2021-22,Conwy,Abbeyfield Llanrwst,Capital Grant Funded
0,2021-22,Conwy,Abbeyfield Llanrwst,Non-Capital Grant Funded
0,2021-22,Conwy,North Wales Housing Association,Total
0,2021-22,Conwy,North Wales Housing Association,Capital Grant Funded
0,2021-22,Conwy,North Wales Housing Association,Non-Capital Grant Funded
0,2021-22,Conwy,Wales and West Housing,Total
0,2021-22,Conwy,Wales and West Housing,Capital Grant Funded
0,2021-22,Conwy,Wales and West Housing,Non-Capital Grant Funded
18,2021-22,Conwy,Cartrefi Conwy,Total
16,2021-22,Conwy,Cartrefi Conwy,Capital Grant Funded
2,2021-22,Conwy,Cartrefi Conwy,Non-Capital Grant Funded
0,2021-22,Conwy,Adra,Total
0,2021-22,Conwy,Adra,Capital Grant Funded
0,2021-22,Conwy,Adra,Non-Capital Grant Funded
56,2021-22,Denbighshire,Denbighshire,Total
48,2021-22,Denbighshire,Denbighshire,Capital Grant Funded
8,2021-22,Denbighshire,Denbighshire,Non-Capital Grant Funded
9,2021-22,Denbighshire,Registered Social Landlords,Total
3,2021-22,Denbighshire,Registered Social Landlords,Capital Grant Funded
6,2021-22,Denbighshire,Registered Social Landlords,Non-Capital Grant Funded
0,2021-22,Denbighshire,Clwyd Alyn Housing Association,Total
0,2021-22,Denbighshire,Clwyd Alyn Housing Association,Capital Grant Funded
0,2021-22,Denbighshire,Clwyd Alyn Housing Association,Non-Capital Grant Funded
4,2021-22,Denbighshire,Grwp Cynefin,Total
1,2021-22,Denbighshire,Grwp Cynefin,Capital Grant Funded
3,2021-22,Denbighshire,Grwp Cynefin,Non-Capital Grant Funded
0,2021-22,Denbighshire,Stori Cymru,Total
0,2021-22,Denbighshire,Stori Cymru,Capital Grant Funded
0,2021-22,Denbighshire,Stori Cymru,Non-Capital Grant Funded
3,2021-22,Denbighshire,First Choice Housing Association,Total
0,2021-22,Denbighshire,First Choice Housing Association,Capital Grant Funded
3,2021-22,Denbighshire,First Choice Housing Association,Non-Capital Grant Funded
0,2021-22,Denbighshire,Linc Cymru,Total
0,2021-22,Denbighshire,Linc Cymru,Capital Grant Funded
0,2021-22,Denbighshire,Linc Cymru,Non-Capital Grant Funded
0,2021-22,Denbighshire,North Wales Housing Association,Total
0,2021-22,Denbighshire,North Wales Housing Association,Capital Grant Funded
0,2021-22,Denbighshire,North Wales Housing Association,Non-Capital Grant Funded
0,2021-22,Denbighshire,Wales and West Housing,Total
0,2021-22,Denbighshire,Wales and West Housing,Capital Grant Funded
0,2021-22,Denbighshire,Wales and West Housing,Non-Capital Grant Funded
2,2021-22,Denbighshire,Cartrefi Conwy,Total
2,2021-22,Denbighshire,Cartrefi Conwy,Capital Grant Funded
0,2021-22,Denbighshire,Cartrefi Conwy,Non-Capital Grant Funded
0,2021-22,Denbighshire,Adra,Total
0,2021-22,Denbighshire,Adra,Capital Grant Funded
0,2021-22,Denbighshire,Adra,Non-Capital Grant Funded
6,2021-22,Flintshire,Flintshire,Total
6,2021-22,Flintshire,Flintshire,Capital Grant Funded
0,2021-22,Flintshire,Flintshire,Non-Capital Grant Funded
4,2021-22,Flintshire,Registered Social Landlords,Total
4,2021-22,Flintshire,Registered Social Landlords,Capital Grant Funded
0,2021-22,Flintshire,Registered Social Landlords,Non-Capital Grant Funded
1,2021-22,Flintshire,Clwyd Alyn Housing Association,Total
1,2021-22,Flintshire,Clwyd Alyn Housing Association,Capital Grant Funded
0,2021-22,Flintshire,Clwyd Alyn Housing Association,Non-Capital Grant Funded
0,2021-22,Flintshire,Grwp Cynefin,Total
0,2021-22,Flintshire,Grwp Cynefin,Capital Grant Funded
0,2021-22,Flintshire,Grwp Cynefin,Non-Capital Grant Funded
0,2021-22,Flintshire,Stori Cymru,Total
0,2021-22,Flintshire,Stori Cymru,Capital Grant Funded
0,2021-22,Flintshire,Stori Cymru,Non-Capital Grant Funded
3,2021-22,Flintshire,First Choice Housing Association,Total
3,2021-22,Flintshire,First Choice Housing Association,Capital Grant Funded
0,2021-22,Flintshire,First Choice Housing Association,Non-Capital Grant Funded
0,2021-22,Flintshire,Linc Cymru,Total
0,2021-22,Flintshire,Linc Cymru,Capital Grant Funded
0,2021-22,Flintshire,Linc Cymru,Non-Capital Grant Funded
0,2021-22,Flintshire,North Wales Housing Association,Total
0,2021-22,Flintshire,North Wales Housing Association,Capital Grant Funded
0,2021-22,Flintshire,North Wales Housing Association,Non-Capital Grant Funded
0,2021-22,Flintshire,Wales and West Housing,Total
0,2021-22,Flintshire,Wales and West Housing,Capital Grant Funded
0,2021-22,Flintshire,Wales and West Housing,Non-Capital Grant Funded
0,2021-22,Flintshire,Adra,Total
0,2021-22,Flintshire,Adra,Capital Grant Funded
0,2021-22,Flintshire,Adra,Non-Capital Grant Funded
1,2021-22,Wrexham,Wrexham,Total
0,2021-22,Wrexham,Wrexham,Capital Grant Funded
1,2021-22,Wrexham,Wrexham,Non-Capital Grant Funded
6,2021-22,Wrexham,Registered Social Landlords,Total
4,2021-22,Wrexham,Registered Social Landlords,Capital Grant Funded
2,2021-22,Wrexham,Registered Social Landlords,Non-Capital Grant Funded
0,2021-22,Wrexham,Clwyd Alyn Housing Association,Total
0,2021-22,Wrexham,Clwyd Alyn Housing Association,Capital Grant Funded
0,2021-22,Wrexham,Clwyd Alyn Housing Association,Non-Capital Grant Funded
0,2021-22,Wrexham,Grwp Cynefin,Total
0,2021-22,Wrexham,Grwp Cynefin,Capital Grant Funded
0,2021-22,Wrexham,Grwp Cynefin,Non-Capital Grant Funded
0,2021-22,Wrexham,Stori Cymru,Total
0,2021-22,Wrexham,Stori Cymru,Capital Grant Funded
0,2021-22,Wrexham,Stori Cymru,Non-Capital Grant Funded
4,2021-22,Wrexham,First Choice Housing Association,Total
4,2021-22,Wrexham,First Choice Housing Association,Capital Grant Funded
0,2021-22,Wrexham,First Choice Housing Association,Non-Capital Grant Funded
0,2021-22,Wrexham,North Wales Housing Association,Total
0,2021-22,Wrexham,North Wales Housing Association,Capital Grant Funded
0,2021-22,Wrexham,North Wales Housing Association,Non-Capital Grant Funded
0,2021-22,Wrexham,Ruabon Almshouse,Total
0,2021-22,Wrexham,Ruabon Almshouse,Capital Grant Funded
0,2021-22,Wrexham,Ruabon Almshouse,Non-Capital Grant Funded
2,2021-22,Wrexham,Wales and West Housing,Total
0,2021-22,Wrexham,Wales and West Housing,Capital Grant Funded
2,2021-22,Wrexham,Wales and West Housing,Non-Capital Grant Funded
0,2021-22,Wrexham,Adra,Total
0,2021-22,Wrexham,Adra,Capital Grant Funded
0,2021-22,Wrexham,Adra,Non-Capital Grant Funded
0,2021-22,Powys,Powys,Total
0,2021-22,Powys,Powys,Capital Grant Funded
0,2021-22,Powys,Powys,Non-Capital Grant Funded
6,2021-22,Powys,Registered Social Landlords,Total
4,2021-22,Powys,Registered Social Landlords,Capital Grant Funded
2,2021-22,Powys,Registered Social Landlords,Non-Capital Grant Funded
0,2021-22,Powys,Cadarn Housing Group,Total
0,2021-22,Powys,Cadarn Housing Group,Capital Grant Funded
0,2021-22,Powys,Cadarn Housing Group,Non-Capital Grant Funded
0,2021-22,Powys,Clwyd Alyn Housing Association,Total
0,2021-22,Powys,Clwyd Alyn Housing Association,Capital Grant Funded
0,2021-22,Powys,Clwyd Alyn Housing Association,Non-Capital Grant Funded
1,2021-22,Powys,Grwp Cynefin,Total
1,2021-22,Powys,Grwp Cynefin,Capital Grant Funded
0,2021-22,Powys,Grwp Cynefin,Non-Capital Grant Funded
0,2021-22,Powys,Stori Cymru,Total
0,2021-22,Powys,Stori Cymru,Capital Grant Funded
0,2021-22,Powys,Stori Cymru,Non-Capital Grant Funded
0,2021-22,Powys,First Choice Housing Association,Total
0,2021-22,Powys,First Choice Housing Association,Capital Grant Funded
0,2021-22,Powys,First Choice Housing Association,Non-Capital Grant Funded
0,2021-22,Powys,Linc Cymru,Total
0,2021-22,Powys,Linc Cymru,Capital Grant Funded
0,2021-22,Powys,Linc Cymru,Non-Capital Grant Funded
0,2021-22,Powys,Newydd Housing Association,Total
0,2021-22,Powys,Newydd Housing Association,Capital Grant Funded
0,2021-22,Powys,Newydd Housing Association,Non-Capital Grant Funded
2,2021-22,Powys,Wales and West Housing,Total
0,2021-22,Powys,Wales and West Housing,Capital Grant Funded
2,2021-22,Powys,Wales and West Housing,Non-Capital Grant Funded
3,2021-22,Powys,Melin Homes,Total
3,2021-22,Powys,Melin Homes,Capital Grant Funded
0,2021-22,Powys,Melin Homes,Non-Capital Grant Funded
0,2021-22,Powys,Barcud Cyfyngedig,Total
0,2021-22,Powys,Barcud Cyfyngedig,Capital Grant Funded
0,2021-22,Powys,Barcud Cyfyngedig,Non-Capital Grant Funded
0,2021-22,Ceredigion,Ceredigion,Total
0,2021-22,Ceredigion,Ceredigion,Capital Grant Funded
0,2021-22,Ceredigion,Ceredigion,Non-Capital Grant Funded
14,2021-22,Ceredigion,Registered Social Landlords,Total
3,2021-22,Ceredigion,Registered Social Landlords,Capital Grant Funded
11,2021-22,Ceredigion,Registered Social Landlords,Non-Capital Grant Funded
0,2021-22,Ceredigion,First Choice Housing Association,Total
0,2021-22,Ceredigion,First Choice Housing Association,Capital Grant Funded
0,2021-22,Ceredigion,First Choice Housing Association,Non-Capital Grant Funded
0,2021-22,Ceredigion,Saint David's Diocesan Housing Association,Total
0,2021-22,Ceredigion,Saint David's Diocesan Housing Association,Capital Grant Funded
0,2021-22,Ceredigion,Saint David's Diocesan Housing Association,Non-Capital Grant Funded
0,2021-22,Ceredigion,Wales and West Housing,Total
0,2021-22,Ceredigion,Wales and West Housing,Capital Grant Funded
0,2021-22,Ceredigion,Wales and West Housing,Non-Capital Grant Funded
14,2021-22,Ceredigion,Barcud Cyfyngedig,Total
3,2021-22,Ceredigion,Barcud Cyfyngedig,Capital Grant Funded
11,2021-22,Ceredigion,Barcud Cyfyngedig,Non-Capital Grant Funded
57,2021-22,Pembrokeshire,Pembrokeshire,Total
57,2021-22,Pembrokeshire,Pembrokeshire,Capital Grant Funded
0,2021-22,Pembrokeshire,Pembrokeshire,Non-Capital Grant Funded
0,2021-22,Pembrokeshire,Registered Social Landlords,Total
0,2021-22,Pembrokeshire,Registered Social Landlords,Capital Grant Funded
0,2021-22,Pembrokeshire,Registered Social Landlords,Non-Capital Grant Funded
0,2021-22,Pembrokeshire,Bro Myrddin Housing Association,Total
0,2021-22,Pembrokeshire,Bro Myrddin Housing Association,Capital Grant Funded
0,2021-22,Pembrokeshire,Bro Myrddin Housing Association,Non-Capital Grant Funded
0,2021-22,Pembrokeshire,Stori Cymru,Total
0,2021-22,Pembrokeshire,Stori Cymru,Capital Grant Funded
0,2021-22,Pembrokeshire,Stori Cymru,Non-Capital Grant Funded
0,2021-22,Pembrokeshire,First Choice Housing Association,Total
0,2021-22,Pembrokeshire,First Choice Housing Association,Capital Grant Funded
0,2021-22,Pembrokeshire,First Choice Housing Association,Non-Capital Grant Funded
0,2021-22,Pembrokeshire,Ateb Group,Total
0,2021-22,Pembrokeshire,Ateb Group,Capital Grant Funded
0,2021-22,Pembrokeshire,Ateb Group,Non-Capital Grant Funded
0,2021-22,Pembrokeshire,Wales and West Housing,Total
0,2021-22,Pembrokeshire,Wales and West Housing,Capital Grant Funded
0,2021-22,Pembrokeshire,Wales and West Housing,Non-Capital Grant Funded
5,2021-22,Carmarthenshire,Carmarthenshire,Total
5,2021-22,Carmarthenshire,Carmarthenshire,Capital Grant Funded
0,2021-22,Carmarthenshire,Carmarthenshire,Non-Capital Grant Funded
22,2021-22,Carmarthenshire,Registered Social Landlords,Total
21,2021-22,Carmarthenshire,Registered Social Landlords,Capital Grant Funded
1,2021-22,Carmarthenshire,Registered Social Landlords,Non-Capital Grant Funded
0,2021-22,Carmarthenshire,Aelwyd Housing Association,Total
0,2021-22,Carmarthenshire,Aelwyd Housing Association,Capital Grant Funded
0,2021-22,Carmarthenshire,Aelwyd Housing Association,Non-Capital Grant Funded
1,2021-22,Carmarthenshire,Bro Myrddin Housing Association,Total
0,2021-22,Carmarthenshire,Bro Myrddin Housing Association,Capital Grant Funded
1,2021-22,Carmarthenshire,Bro Myrddin Housing Association,Non-Capital Grant Funded
0,2021-22,Carmarthenshire,Stori Cymru,Total
0,2021-22,Carmarthenshire,Stori Cymru,Capital Grant Funded
0,2021-22,Carmarthenshire,Stori Cymru,Non-Capital Grant Funded
0,2021-22,Carmarthenshire,Caredig,Total
0,2021-22,Carmarthenshire,Caredig,Capital Grant Funded
0,2021-22,Carmarthenshire,Caredig,Non-Capital Grant Funded
0,2021-22,Carmarthenshire,First Choice Housing Association,Total
0,2021-22,Carmarthenshire,First Choice Housing Association,Capital Grant Funded
0,2021-22,Carmarthenshire,First Choice Housing Association,Non-Capital Grant Funded
0,2021-22,Carmarthenshire,Ateb Group,Total
0,2021-22,Carmarthenshire,Ateb Group,Capital Grant Funded
0,2021-22,Carmarthenshire,Ateb Group,Non-Capital Grant Funded
0,2021-22,Carmarthenshire,Saint David's Diocesan Housing Association,Total
0,2021-22,Carmarthenshire,Saint David's Diocesan Housing Association,Capital Grant Funded
0,2021-22,Carmarthenshire,Saint David's Diocesan Housing Association,Non-Capital Grant Funded
0,2021-22,Carmarthenshire,Wales and West Housing,Total
0,2021-22,Carmarthenshire,Wales and West Housing,Capital Grant Funded
0,2021-22,Carmarthenshire,Wales and West Housing,Non-Capital Grant Funded
1,2021-22,Carmarthenshire,Beacon Cymru,Total
1,2021-22,Carmarthenshire,Beacon Cymru,Capital Grant Funded
0,2021-22,Carmarthenshire,Beacon Cymru,Non-Capital Grant Funded
20,2021-22,Carmarthenshire,Pobl Group,Total
20,2021-22,Carmarthenshire,Pobl Group,Capital Grant Funded
0,2021-22,Carmarthenshire,Pobl Group,Non-Capital Grant Funded
34,2021-22,Swansea,Swansea,Total
34,2021-22,Swansea,Swansea,Capital Grant Funded
0,2021-22,Swansea,Swansea,Non-Capital Grant Funded
25,2021-22,Swansea,Registered Social Landlords,Total
19,2021-22,Swansea,Registered Social Landlords,Capital Grant Funded
6,2021-22,Swansea,Registered Social Landlords,Non-Capital Grant Funded
0,2021-22,Swansea,Stori Cymru,Total
0,2021-22,Swansea,Stori Cymru,Capital Grant Funded
0,2021-22,Swansea,Stori Cymru,Non-Capital Grant Funded
9,2021-22,Swansea,Caredig,Total
9,2021-22,Swansea,Caredig,Capital Grant Funded
0,2021-22,Swansea,Caredig,Non-Capital Grant Funded
6,2021-22,Swansea,First Choice Housing Association,Total
6,2021-22,Swansea,First Choice Housing Association,Capital Grant Funded
0,2021-22,Swansea,First Choice Housing Association,Non-Capital Grant Funded
0,2021-22,Swansea,Linc Cymru,Total
0,2021-22,Swansea,Linc Cymru,Capital Grant Funded
0,2021-22,Swansea,Linc Cymru,Non-Capital Grant Funded
0,2021-22,Swansea,Wales and West Housing,Total
0,2021-22,Swansea,Wales and West Housing,Capital Grant Funded
0,2021-22,Swansea,Wales and West Housing,Non-Capital Grant Funded
4,2021-22,Swansea,Beacon Cymru,Total
4,2021-22,Swansea,Beacon Cymru,Capital Grant Funded
0,2021-22,Swansea,Beacon Cymru,Non-Capital Grant Funded
6,2021-22,Swansea,Pobl Group,Total
0,2021-22,Swansea,Pobl Group,Capital Grant Funded
6,2021-22,Swansea,Pobl Group,Non-Capital Grant Funded
0,2021-22,Neath Port Talbot,Neath Port Talbot,Total
0,2021-22,Neath Port Talbot,Neath Port Talbot,Capital Grant Funded
0,2021-22,Neath Port Talbot,Neath Port Talbot,Non-Capital Grant Funded
12,2021-22,Neath Port Talbot,Registered Social Landlords,Total
7,2021-22,Neath Port Talbot,Registered Social Landlords,Capital Grant Funded
5,2021-22,Neath Port Talbot,Registered Social Landlords,Non-Capital Grant Funded
0,2021-22,Neath Port Talbot,Aelwyd Housing Association,Total
0,2021-22,Neath Port Talbot,Aelwyd Housing Association,Capital Grant Funded
0,2021-22,Neath Port Talbot,Aelwyd Housing Association,Non-Capital Grant Funded
0,2021-22,Neath Port Talbot,Stori Cymru,Total
0,2021-22,Neath Port Talbot,Stori Cymru,Capital Grant Funded
0,2021-22,Neath Port Talbot,Stori Cymru,Non-Capital Grant Funded
4,2021-22,Neath Port Talbot,Caredig,Total
4,2021-22,Neath Port Talbot,Caredig,Capital Grant Funded
0,2021-22,Neath Port Talbot,Caredig,Non-Capital Grant Funded
1,2021-22,Neath Port Talbot,First Choice Housing Association,Total
1,2021-22,Neath Port Talbot,First Choice Housing Association,Capital Grant Funded
0,2021-22,Neath Port Talbot,First Choice Housing Association,Non-Capital Grant Funded
0,2021-22,Neath Port Talbot,Linc Cymru,Total
0,2021-22,Neath Port Talbot,Linc Cymru,Capital Grant Funded
0,2021-22,Neath Port Talbot,Linc Cymru,Non-Capital Grant Funded
0,2021-22,Neath Port Talbot,Llewellyn Almshouses,Total
0,2021-22,Neath Port Talbot,Llewellyn Almshouses,Capital Grant Funded
0,2021-22,Neath Port Talbot,Llewellyn Almshouses,Non-Capital Grant Funded
0,2021-22,Neath Port Talbot,United Welsh Housing Association,Total
0,2021-22,Neath Port Talbot,United Welsh Housing Association,Capital Grant Funded
0,2021-22,Neath Port Talbot,United Welsh Housing Association,Non-Capital Grant Funded
2,2021-22,Neath Port Talbot,Beacon Cymru,Total
2,2021-22,Neath Port Talbot,Beacon Cymru,Capital Grant Funded
0,2021-22,Neath Port Talbot,Beacon Cymru,Non-Capital Grant Funded
5,2021-22,Neath Port Talbot,Tai Tarian,Total
0,2021-22,Neath Port Talbot,Tai Tarian,Capital Grant Funded
5,2021-22,Neath Port Talbot,Tai Tarian,Non-Capital Grant Funded
0,2021-22,Neath Port Talbot,Pobl Group,Total
0,2021-22,Neath Port Talbot,Pobl Group,Capital Grant Funded
0,2021-22,Neath Port Talbot,Pobl Group,Non-Capital Grant Funded
0,2021-22,Bridgend,Bridgend,Total
0,2021-22,Bridgend,Bridgend,Capital Grant Funded
0,2021-22,Bridgend,Bridgend,Non-Capital Grant Funded
5,2021-22,Bridgend,Registered Social Landlords,Total
4,2021-22,Bridgend,Registered Social Landlords,Capital Grant Funded
1,2021-22,Bridgend,Registered Social Landlords,Non-Capital Grant Funded
0,2021-22,Bridgend,First Choice Housing Association,Total
0,2021-22,Bridgend,First Choice Housing Association,Capital Grant Funded
0,2021-22,Bridgend,First Choice Housing Association,Non-Capital Grant Funded
0,2021-22,Bridgend,Linc Cymru,Total
0,2021-22,Bridgend,Linc Cymru,Capital Grant Funded
0,2021-22,Bridgend,Linc Cymru,Non-Capital Grant Funded
2,2021-22,Bridgend,Hafod Housing Association,Total
2,2021-22,Bridgend,Hafod Housing Association,Capital Grant Funded
0,2021-22,Bridgend,Hafod Housing Association,Non-Capital Grant Funded
0,2021-22,Bridgend,United Welsh Housing Association,Total
0,2021-22,Bridgend,United Welsh Housing Association,Capital Grant Funded
0,2021-22,Bridgend,United Welsh Housing Association,Non-Capital Grant Funded
1,2021-22,Bridgend,Wales and West Housing,Total
0,2021-22,Bridgend,Wales and West Housing,Capital Grant Funded
1,2021-22,Bridgend,Wales and West Housing,Non-Capital Grant Funded
2,2021-22,Bridgend,Valleys to Coast Housing,Total
2,2021-22,Bridgend,Valleys to Coast Housing,Capital Grant Funded
0,2021-22,Bridgend,Valleys to Coast Housing,Non-Capital Grant Funded
0,2021-22,Bridgend,Beacon Cymru,Total
0,2021-22,Bridgend,Beacon Cymru,Capital Grant Funded
0,2021-22,Bridgend,Beacon Cymru,Non-Capital Grant Funded
4,2021-22,Vale of Glamorgan,Vale of Glamorgan,Total
4,2021-22,Vale of Glamorgan,Vale of Glamorgan,Capital Grant Funded
0,2021-22,Vale of Glamorgan,Vale of Glamorgan,Non-Capital Grant Funded
13,2021-22,Vale of Glamorgan,Registered Social Landlords,Total
12,2021-22,Vale of Glamorgan,Registered Social Landlords,Capital Grant Funded
1,2021-22,Vale of Glamorgan,Registered Social Landlords,Non-Capital Grant Funded
0,2021-22,Vale of Glamorgan,Cadarn Housing Group,Total
0,2021-22,Vale of Glamorgan,Cadarn Housing Group,Capital Grant Funded
0,2021-22,Vale of Glamorgan,Cadarn Housing Group,Non-Capital Grant Funded
4,2021-22,Vale of Glamorgan,First Choice Housing Association,Total
4,2021-22,Vale of Glamorgan,First Choice Housing Association,Capital Grant Funded
0,2021-22,Vale of Glamorgan,First Choice Housing Association,Non-Capital Grant Funded
0,2021-22,Vale of Glamorgan,Hafod Housing Association,Total
0,2021-22,Vale of Glamorgan,Hafod Housing Association,Capital Grant Funded
0,2021-22,Vale of Glamorgan,Hafod Housing Association,Non-Capital Grant Funded
8,2021-22,Vale of Glamorgan,Newydd Housing Association,Total
8,2021-22,Vale of Glamorgan,Newydd Housing Association,Capital Grant Funded
